@relation data_deci

@attribute y1 numeric
@attribute y2 numeric
@attribute y3 numeric
@attribute classification {NO_RAIN,RAIN}

@data
-654.0321,3593.4141,-886.5091,NO_RAIN
-641.6241,3607.4239,-885.1066,NO_RAIN
-590.9668,3623.8342,-883.6424,NO_RAIN
-613.1634,3641.0535,-879.1386,NO_RAIN
-571.7677,3628.7607,-881.6552,NO_RAIN
-534.0694,3645.7808,-878.0828,NO_RAIN
-556.6248,3613.0272,-880.8164,NO_RAIN
-495.2538,3602.3236,-881.6142,NO_RAIN
-510.5039,3606.9599,-878.3999,NO_RAIN
-583.6075,3594.8096,-879.9666,NO_RAIN
-612.112,3592.2468,-883.2252,NO_RAIN
-629.587,3607.5151,-879.8494,NO_RAIN
-674.1991,3604.2541,-883.7315,NO_RAIN
-683.3325,3602.1409,-884.6408,NO_RAIN
-684.5046,3603.2498,-886.5308,NO_RAIN
-688.119,3609.9191,-884.9902,NO_RAIN
-696.621,3605.5349,-886.7226,NO_RAIN
-700.4203,3599.8111,-887.4978,NO_RAIN
-702.8604,3603.2944,-886.2877,NO_RAIN
-710.4222,3601.8028,-885.8924,NO_RAIN
-705.854,3603.3626,-885.028,NO_RAIN
-713.2771,3598.4112,-876.761,RAIN
-717.642,3598.4351,-868.354,RAIN
-718.3137,3599.2118,-882.9412,RAIN
-725.4261,3585.1049,-722.4967,RAIN
-752.9367,3606.5707,-689.9165,RAIN
-719.2411,3613.3837,-845.0432,RAIN
-658.3338,3610.5367,-881.9985,RAIN
-595.7329,3603.788,-882.6114,NO_RAIN
-668.4859,3614.7689,-869.9666,RAIN
-595.7092,3614.7102,-882.0912,NO_RAIN
-641.1211,3602.8827,-880.108,NO_RAIN
-631.7464,3604.0834,-883.0873,NO_RAIN
-631.883,3605.3577,-881.8082,NO_RAIN
-648.9964,3604.0441,-882.7319,NO_RAIN
-654.9776,3597.3819,-882.8577,NO_RAIN
-686.3805,3596.5077,-885.0861,NO_RAIN
-700.4015,3596.6212,-885.8307,NO_RAIN
-708.4614,3601.7121,-884.8931,NO_RAIN
-707.9639,3599.5361,-886.3685,NO_RAIN
-703.9789,3598.6676,-887.5529,NO_RAIN
-706.6206,3598.5214,-887.6481,NO_RAIN
-712.9714,3600.9958,-881.5971,RAIN
-716.8561,3599.9329,-884.4665,RAIN
-718.1009,3597.06,-886.9233,NO_RAIN
-719.2298,3594.8732,-886.547,NO_RAIN
-717.9376,3595.2998,-885.3086,RAIN
-715.7128,3596.3412,-883.2293,RAIN
-715.8392,3599.8146,-869.9112,RAIN
-709.3094,3606.0173,-886.7715,RAIN
-692.8677,3602.0176,-887.7622,NO_RAIN
-672.1295,3603.4074,-887.7492,NO_RAIN
-605.7049,3604.2157,-887.4071,NO_RAIN
-696.7881,3599.8424,-836.8916,RAIN
-604.6263,3607.4954,-883.9772,NO_RAIN
-653.4057,3596.9907,-887.0449,NO_RAIN
-621.4835,3602.9639,-885.0405,NO_RAIN
-630.0542,3595.283,-884.8902,NO_RAIN
-640.1693,3587.9165,-883.8541,NO_RAIN
-671.2881,3589.2686,-886.5781,RAIN
-682.2065,3594.6702,-886.3699,NO_RAIN
-696.6612,3592.3373,-888.4661,NO_RAIN
-695.232,3591.2331,-888.9334,NO_RAIN
-705.1631,3596.6877,-887.9658,NO_RAIN
-707.6965,3595.6325,-889.2888,NO_RAIN
-712.8894,3595.7272,-887.8749,NO_RAIN
-713.4049,3594.376,-888.8777,NO_RAIN
-708.243,3593.4459,-888.5975,NO_RAIN
-715.8057,3594.3039,-887.8595,NO_RAIN
-717.8874,3592.8383,-888.1431,NO_RAIN
-718.6158,3595.7078,-888.0856,NO_RAIN
-714.0177,3600.8411,-887.1075,NO_RAIN
-668.9086,3600.4842,-886.6579,NO_RAIN
-613.8584,3608.3057,-884.4456,NO_RAIN
-638.6968,3612.963,-884.6973,NO_RAIN
-618.2706,3630.4455,-883.5932,NO_RAIN
-603.176,3617.5055,-885.5274,NO_RAIN
-559.1017,3643.4379,-880.6908,NO_RAIN
-573.7444,3645.1818,-876.7665,NO_RAIN
-517.9595,3639.6322,-877.7838,NO_RAIN
-534.7868,3645.8054,-875.7503,NO_RAIN
-572.9625,3645.4739,-876.5808,NO_RAIN
-606.1858,3653.2586,-874.3241,NO_RAIN
-616.6478,3618.9065,-882.2598,NO_RAIN
-663.9607,3606.8963,-881.1703,NO_RAIN
-688.9738,3612.6027,-885.541,NO_RAIN
-693.1405,3603.7594,-885.969,NO_RAIN
-699.0904,3600.1809,-886.2822,NO_RAIN
-707.5446,3599.536,-886.9937,NO_RAIN
-722.5171,3600.7042,-887.2573,NO_RAIN
-726.3248,3601.7473,-886.7624,NO_RAIN
-733.076,3603.6868,-886.3582,NO_RAIN
-727.324,3601.2143,-885.7926,NO_RAIN
-735.9702,3602.1562,-885.469,NO_RAIN
-742.6554,3602.8977,-885.3679,NO_RAIN
-739.8523,3606.9759,-885.83,NO_RAIN
-677.3097,3594.7597,-885.2692,NO_RAIN
-601.8769,3611.6255,-883.5363,NO_RAIN
-537.2111,3631.8698,-878.8084,NO_RAIN
-528.4998,3633.5193,-880.721,NO_RAIN
-516.1025,3640.1706,-877.0469,NO_RAIN
-475.9296,3659.7062,-875.6855,NO_RAIN
-560.749,3634.7134,-878.2033,NO_RAIN
-635.7745,3597.8287,-884.2959,NO_RAIN
-691.0451,3578.8399,-795.979,RAIN
-714.6729,3599.585,-822.0979,RAIN
-676.9233,3591.573,-877.774,RAIN
-634.6992,3581.5215,-883.4732,NO_RAIN
-687.4067,3591.9827,-883.2182,NO_RAIN
-706.1291,3581.3705,-793.6027,NO_RAIN
-712.8947,3594.7409,-885.5039,NO_RAIN
-720.8274,3595.6604,-886.1652,NO_RAIN
-721.5921,3599.5937,-887.0528,NO_RAIN
-725.6597,3597.3769,-886.1398,NO_RAIN
-724.774,3596.1799,-885.9702,NO_RAIN
-730.3572,3599.1493,-886.0141,NO_RAIN
-732.9397,3597.9592,-885.5624,NO_RAIN
-737.8655,3601.7459,-885.4895,NO_RAIN
-739.3656,3602.3899,-885.1003,NO_RAIN
-742.8954,3606.1546,-885.4762,NO_RAIN
-684.0038,3595.3563,-885.3361,NO_RAIN
-573.2843,3596.5414,-882.4769,NO_RAIN
-520.3783,3624.033,-882.8184,NO_RAIN
-537.0192,3639.4754,-878.9929,NO_RAIN
-471.3951,3648.3197,-878.7466,NO_RAIN
-466.1325,3651.4516,-876.0978,NO_RAIN
-535.216,3639.7105,-876.8914,NO_RAIN
-468.6804,3652.1876,-875.9871,NO_RAIN
-546.4294,3626.213,-875.4846,NO_RAIN
-534.7568,3627.7036,-878.9656,NO_RAIN
-580.5593,3600.5105,-881.924,NO_RAIN
-612.7435,3595.2957,-881.0803,NO_RAIN
-643.2146,3573.1315,-886.4396,NO_RAIN
-673.3474,3575.7489,-887.209,NO_RAIN
-685.2761,3579.934,-888.0278,NO_RAIN
-692.957,3582.0488,-887.9235,NO_RAIN
-701.3345,3583.4307,-888.1271,NO_RAIN
-706.976,3583.2016,-887.8007,NO_RAIN
-713.5421,3587.921,-886.5101,NO_RAIN
-721.13,3590.143,-885.8314,NO_RAIN
-725.5174,3592.282,-885.2005,NO_RAIN
-731.1504,3598.6736,-883.6551,NO_RAIN
-736.3268,3602.2537,-882.8226,NO_RAIN
-734.5962,3604.261,-884.5891,NO_RAIN
-686.475,3590.3337,-884.2128,NO_RAIN
-654.584,3590.5896,-884.8229,NO_RAIN
-542.6579,3607.2035,-882.4606,NO_RAIN
-561.9524,3607.2069,-881.2144,NO_RAIN
-556.3329,3601.1196,-882.2023,NO_RAIN
-426.7518,3601.4485,-880.3068,NO_RAIN
-488.3463,3613.0236,-875.6479,NO_RAIN
-462.7143,3609.4652,-877.3147,RAIN
-436.3025,3593.2948,-876.6375,NO_RAIN
-490.6503,3594.536,-875.7437,NO_RAIN
-481.8931,3592.8106,-873.6076,NO_RAIN
-714.9931,3595.8579,-680.6136,RAIN
-709.0597,3595.5806,-879.5341,NO_RAIN
-705.2371,3594.1925,-882.0437,NO_RAIN
-709.053,3585.6655,-882.0022,NO_RAIN
-707.3032,3591.9863,-883.3584,NO_RAIN
-707.4372,3586.8783,-883.7633,NO_RAIN
-713.5351,3595.3064,-882.7909,NO_RAIN
-709.281,3602.0401,-880.3574,NO_RAIN
-715.7839,3608.2346,-879.6563,NO_RAIN
-721.7204,3599.4015,-879.5988,NO_RAIN
-717.6103,3598.6881,-877.9128,NO_RAIN
-716.4238,3605.4585,-878.486,NO_RAIN
-712.4048,3602.5596,-878.6248,NO_RAIN
-667.3993,3605.0896,-878.863,NO_RAIN
-653.5432,3613.62,-875.9536,NO_RAIN
-576.3435,3614.4468,-875.0384,NO_RAIN
-600.4305,3617.1133,-875.9399,NO_RAIN
-676.6758,3597.7505,-877.093,RAIN
-696.437,3588.6653,-859.014,RAIN
-587.1088,3568.6266,-838.6824,RAIN
-600.267,3585.3837,-874.8953,RAIN
-556.0452,3590.5405,-876.6911,NO_RAIN
-598.0142,3583.7845,-873.6014,NO_RAIN
-615.1721,3569.5844,-877.5672,NO_RAIN
-641.1326,3585.1606,-875.4052,NO_RAIN
-691.3258,3572.1791,-875.2054,RAIN
-707.2939,3582.8687,-863.2069,RAIN
-706.9444,3581.6033,-874.8663,RAIN
-716.0614,3584.8165,-864.0307,RAIN
-715.1619,3590.7765,-873.2911,RAIN
-715.3182,3593.1338,-876.6506,RAIN
-711.647,3588.1698,-879.1963,NO_RAIN
-708.6326,3584.6372,-877.7622,NO_RAIN
-708.8697,3586.5334,-877.5453,NO_RAIN
-705.8056,3583.8154,-877.1189,NO_RAIN
-709.101,3583.3872,-876.5815,NO_RAIN
-710.1237,3587.5389,-878.4365,NO_RAIN
-688.3735,3590.4052,-878.0816,NO_RAIN
-665.1685,3593.3961,-876.0055,NO_RAIN
-618.6458,3585.2236,-877.0276,RAIN
-609.3684,3587.2803,-877.0245,NO_RAIN
-603.9386,3584.8631,-878.0234,NO_RAIN
-643.8187,3596.9152,-877.3122,NO_RAIN
-709.964,3578.0232,-820.7725,RAIN
-643.9606,3570.6339,-858.3347,RAIN
-675.7701,3579.3163,-880.3256,NO_RAIN
-688.5994,3593.842,-873.3931,NO_RAIN
-628.8615,3589.9989,-874.8819,NO_RAIN
-648.2061,3582.3787,-879.3063,NO_RAIN
-675.8857,3591.5776,-878.2134,NO_RAIN
-682.2577,3592.7945,-879.8327,NO_RAIN
-688.5384,3588.5962,-882.3172,NO_RAIN
-693.7111,3584.7972,-880.6832,NO_RAIN
-705.8352,3583.4649,-883.0002,NO_RAIN
-707.2403,3581.246,-882.8245,NO_RAIN
-711.3191,3580.9024,-881.4923,NO_RAIN
-708.8356,3584.9944,-880.573,NO_RAIN
-718.6228,3586.5169,-880.2122,NO_RAIN
-718.6087,3583.9769,-880.1296,NO_RAIN
-719.8822,3583.8216,-880.3921,NO_RAIN
-720.5104,3584.0307,-881.1166,NO_RAIN
-684.6841,3586.8122,-881.1067,NO_RAIN
-648.6078,3592.6553,-880.0641,NO_RAIN
-638.9772,3598.7001,-876.943,NO_RAIN
-558.3576,3612.043,-877.9294,NO_RAIN
-524.4211,3614.9113,-875.0238,NO_RAIN
-539.5008,3607.1798,-877.5616,NO_RAIN
-686.8617,3572.4636,-828.5964,RAIN
-587.3655,3568.6973,-872.5945,RAIN
-548.5442,3576.4724,-877.9396,NO_RAIN
-542.8519,3613.0545,-872.4594,NO_RAIN
-579.5462,3595.4152,-875.8476,NO_RAIN
-621.6255,3597.9749,-877.0175,NO_RAIN
-653.1777,3583.33,-880.4165,NO_RAIN
-678.4766,3578.3924,-882.5805,NO_RAIN
-696.0041,3572.5123,-884.0259,NO_RAIN
-704.5686,3575.2435,-884.1578,NO_RAIN
-711.9643,3580.2226,-883.0093,NO_RAIN
-719.4455,3583.6577,-882.071,NO_RAIN
-724.5366,3581.8291,-882.6052,NO_RAIN
-726.7019,3583.4249,-881.8242,NO_RAIN
-729.6484,3579.9238,-881.1218,NO_RAIN
-735.5794,3586.9772,-880.413,NO_RAIN
-736.2594,3587.4284,-880.4525,NO_RAIN
-734.8237,3588.6607,-880.7832,NO_RAIN
-679.4142,3581.2216,-880.375,NO_RAIN
-580.2879,3580.8491,-880.4569,NO_RAIN
-592.2803,3592.5888,-876.0032,NO_RAIN
-541.7613,3605.3476,-878.8983,NO_RAIN
-479.9418,3605.016,-878.7414,NO_RAIN
-571.6688,3599.6752,-876.2414,NO_RAIN
-599.4556,3578.0073,-879.8616,NO_RAIN
-495.3588,3588.3809,-878.239,NO_RAIN
-507.6965,3599.3633,-873.1529,NO_RAIN
-499.8204,3600.1053,-875.3457,NO_RAIN
-577.9368,3570.5768,-880.0071,NO_RAIN
-600.7282,3586.6445,-878.1226,NO_RAIN
-639.5365,3570.208,-881.9859,NO_RAIN
-653.323,3584.6874,-881.4561,NO_RAIN
-665.721,3587.3943,-881.3028,NO_RAIN
-670.9097,3583.5022,-883.7427,NO_RAIN
-672.5677,3578.1447,-884.9579,NO_RAIN
-680.6001,3570.6469,-885.8167,NO_RAIN
-682.1337,3566.5058,-886.16,NO_RAIN
-682.702,3562.6479,-884.5296,RAIN
-691.4821,3563.7094,-876.0464,RAIN
-691.1951,3565.5592,-882.0805,RAIN
-717.1906,3576.9976,-779.1246,RAIN
-750.2189,3555.313,-209.2506,RAIN
-733.384,3595.2507,-765.1182,RAIN
-727.3433,3600.5477,-861.0566,RAIN
-724.3944,3599.0429,-865.6339,RAIN
-715.4149,3595.8925,-879.498,RAIN
-686.4453,3590.7803,-882.7951,RAIN
-610.5713,3586.5604,-884.4145,NO_RAIN
-590.856,3602.869,-879.9748,NO_RAIN
-548.642,3607.9281,-878.6506,NO_RAIN
-468.9246,3612.9145,-877.515,NO_RAIN
-544.3048,3597.915,-880.2241,NO_RAIN
-558.4514,3604.6064,-875.6428,NO_RAIN
-581.1954,3605.5073,-879.994,NO_RAIN
-650.8222,3583.2585,-884.7491,NO_RAIN
-699.9387,3585.2722,-825.435,RAIN
-705.4006,3591.8997,-837.2978,RAIN
-707.6707,3592.3199,-851.6415,RAIN
-710.1116,3596.2511,-862.8417,RAIN
-712.48,3590.0501,-885.0848,RAIN
-713.6765,3591.0182,-886.2198,NO_RAIN
-714.5271,3589.3459,-884.5933,NO_RAIN
-718.8379,3591.04,-883.6371,NO_RAIN
-715.9017,3591.7732,-883.5234,RAIN
-712.7325,3588.9751,-885.2849,NO_RAIN
-714.4615,3590.3153,-885.0478,NO_RAIN
-691.3366,3588.7332,-886.0641,NO_RAIN
-657.6927,3587.0059,-886.0704,NO_RAIN
-557.9361,3594.785,-884.6253,NO_RAIN
-536.1318,3605.7399,-880.68,NO_RAIN
-587.1636,3610.2671,-881.1382,NO_RAIN
-526.2846,3610.1324,-881.1629,NO_RAIN
-473.8557,3648.4433,-875.678,NO_RAIN
-503.7312,3640.4859,-873.8816,NO_RAIN
-532.9124,3650.8986,-871.8235,NO_RAIN
-541.218,3639.4689,-874.9661,NO_RAIN
-616.2298,3591.9373,-882.1786,NO_RAIN
-696.7428,3601.9408,-871.2107,RAIN
-692.906,3590.4931,-876.749,RAIN
-700.8488,3597.6562,-882.8533,RAIN
-700.7039,3595.5285,-879.7416,RAIN
-701.7617,3590.4538,-882.6918,RAIN
-704.4817,3589.4412,-885.773,RAIN
-705.7969,3590.8004,-886.9938,NO_RAIN
-703.6521,3586.3029,-886.5935,NO_RAIN
-701.4808,3581.6809,-886.2016,NO_RAIN
-702.6786,3581.2104,-885.4317,NO_RAIN
-718.7676,3587.8607,-809.6126,RAIN
-719.7665,3591.9638,-883.881,NO_RAIN
-722.9652,3592.5846,-883.9048,NO_RAIN
-703.374,3590.2495,-884.779,NO_RAIN
-659.9628,3588.6335,-885.1974,NO_RAIN
-617.007,3598.8537,-883.5027,NO_RAIN
-584.2087,3600.6177,-884.4557,NO_RAIN
-573.3566,3635.1002,-879.0214,NO_RAIN
-587.2514,3612.9316,-880.2182,NO_RAIN
-645.086,3624.9409,-881.5051,NO_RAIN
-714.5729,3581.0473,-663.6372,RAIN
-691.5496,3594.4242,-872.3821,RAIN
-683.44,3600.2349,-880.5289,RAIN
-679.3551,3595.6328,-881.1127,RAIN
-691.0419,3595.7526,-883.406,NO_RAIN
-707.9761,3597.8354,-883.4478,NO_RAIN
-712.1509,3595.6219,-885.3745,NO_RAIN
-714.3936,3595.1359,-885.1202,NO_RAIN
-713.3588,3598.8837,-885.6794,NO_RAIN
-716.6269,3599.6768,-885.5769,NO_RAIN
-718.0405,3600.412,-885.7009,NO_RAIN
-717.8531,3600.4417,-883.7826,RAIN
-718.8128,3598.1473,-884.9361,NO_RAIN
-716.2826,3595.8693,-884.9113,NO_RAIN
-717.6138,3593.1063,-885.1105,NO_RAIN
-719.2051,3593.7384,-885.2411,NO_RAIN
-716.2846,3590.3359,-886.1327,NO_RAIN
-724.4695,3595.713,-803.6506,RAIN
-733.0155,3598.2693,-689.674,RAIN
-716.1238,3604.8463,-878.6702,RAIN
-689.5292,3593.8456,-875.0623,RAIN
-720.1803,3596.5785,-811.3611,RAIN
-736.2611,3594.5705,-554.2457,RAIN
-707.9379,3601.9602,-867.1411,RAIN
-705.743,3606.1191,-877.3453,RAIN
-693.5673,3604.2881,-874.3428,RAIN
-708.8312,3604.1083,-882.7335,RAIN
-702.3737,3602.8228,-883.4963,RAIN
-703.4379,3603.7272,-884.0249,NO_RAIN
-720.4088,3604.0605,-885.601,NO_RAIN
-726.8568,3603.7938,-885.4963,NO_RAIN
-726.2605,3606.5319,-886.5472,NO_RAIN
-734.418,3617.5809,-884.6365,RAIN
-736.0954,3615.3579,-866.5608,RAIN
-734.507,3612.1634,-874.5621,RAIN
-737.1787,3612.1997,-865.212,RAIN
-734.803,3611.0472,-869.7023,RAIN
-733.8831,3611.1388,-881.132,RAIN
-736.3631,3609.6394,-869.1585,RAIN
-737.4219,3610.3502,-885.0991,NO_RAIN
-738.0497,3610.2934,-851.6664,RAIN
-727.4631,3616.3438,-882.5376,RAIN
-712.5249,3614.402,-886.8515,NO_RAIN
-674.0518,3617.7768,-886.5086,NO_RAIN
-654.6034,3611.7937,-886.6618,NO_RAIN
-656.746,3616.2396,-887.0957,NO_RAIN
-617.0713,3616.0527,-883.6728,NO_RAIN
-669.2351,3625.0122,-885.3899,NO_RAIN
-652.2144,3613.499,-885.3243,NO_RAIN
-649.8983,3606.3953,-885.0385,NO_RAIN
-637.3073,3596.0917,-887.4132,NO_RAIN
-633.8869,3598.0571,-887.0409,NO_RAIN
-706.3314,3607.3031,-865.2564,RAIN
-705.3551,3594.604,-883.4625,RAIN
-707.7799,3593.3273,-878.4362,RAIN
-708.164,3595.0437,-888.907,RAIN
-710.8774,3599.3005,-871.7622,RAIN
-711.5623,3597.9399,-866.9418,RAIN
-711.4301,3598.0963,-888.8767,RAIN
-711.6432,3600.3008,-884.4305,RAIN
-712.4265,3596.2408,-885.0414,RAIN
-713.2052,3598.0652,-890.0558,NO_RAIN
-714.2945,3596.7794,-889.6739,NO_RAIN
-716.6944,3601.2615,-889.8129,NO_RAIN
-715.6819,3601.3075,-890.2328,NO_RAIN
-684.2437,3601.8692,-889.6329,NO_RAIN
-659.8122,3612.2531,-888.6194,NO_RAIN
-605.812,3620.304,-887.7014,RAIN
-681.2435,3602.3829,-880.3799,RAIN
-635.0248,3617.1636,-886.7232,RAIN
-534.2132,3631.0329,-885.5323,NO_RAIN
-542.6529,3628.9785,-885.6097,NO_RAIN
-571.7286,3622.5517,-880.4882,NO_RAIN
-694.2803,3615.5644,-878.4035,RAIN
-689.9619,3609.6437,-869.0855,RAIN
-644.7828,3600.8337,-881.3176,RAIN
-652.4871,3584.4143,-888.2756,NO_RAIN
-680.6454,3595.6968,-888.7271,NO_RAIN
-696.1876,3594.4608,-890.7642,NO_RAIN
-700.6844,3597.334,-890.4803,NO_RAIN
-699.4417,3596.6444,-891.3481,NO_RAIN
-706.4227,3603.9154,-891.0126,NO_RAIN
-712.3107,3608.1221,-890.0004,NO_RAIN
-712.0682,3606.0183,-889.9539,NO_RAIN
-705.8708,3601.5035,-889.8601,NO_RAIN
-709.7786,3598.8185,-890.4385,NO_RAIN
-716.6319,3601.6094,-890.4484,NO_RAIN
-718.5738,3601.6436,-890.3524,NO_RAIN
-717.8413,3602.5753,-890.5234,NO_RAIN
-682.6903,3600.0327,-890.7433,NO_RAIN
-681.9161,3599.9735,-888.9913,NO_RAIN
-620.5009,3614.7347,-888.7857,NO_RAIN
-556.9751,3636.0399,-882.9577,NO_RAIN
-546.2049,3640.13,-881.8069,NO_RAIN
-542.9141,3631.7177,-884.2269,NO_RAIN
-529.3239,3641.3479,-882.5025,NO_RAIN
-545.2308,3647.7996,-876.6393,NO_RAIN
-520.3716,3640.9699,-880.1959,NO_RAIN
-553.3486,3640.6541,-876.6155,NO_RAIN
-574.2524,3633.4987,-879.0081,NO_RAIN
-618.0632,3604.3732,-883.4271,NO_RAIN
-665.262,3601.1077,-885.5995,NO_RAIN
-682.7308,3594.4967,-888.6601,NO_RAIN
-690.7226,3596.314,-888.0409,NO_RAIN
-698.8562,3599.1753,-889.8499,NO_RAIN
-698.4693,3602.6823,-889.255,NO_RAIN
-700.4389,3602.2809,-889.0139,NO_RAIN
-699.4309,3600.3211,-890.2008,NO_RAIN
-705.3248,3596.3536,-888.4623,NO_RAIN
-703.9802,3593.4269,-889.5651,NO_RAIN
-717.4504,3598.3823,-888.4858,NO_RAIN
-728.3543,3595.437,-889.1463,NO_RAIN
-729.9522,3603.688,-889.245,NO_RAIN
-691.6732,3599.3919,-888.878,NO_RAIN
-660.2334,3598.7407,-889.4279,NO_RAIN
-564.0626,3622.49,-886.9366,NO_RAIN
-565.6908,3645.2092,-882.7341,NO_RAIN
-483.1877,3657.2377,-878.7933,NO_RAIN
-601.9007,3632.7894,-883.7569,NO_RAIN
-459.2266,3672.3348,-877.1323,NO_RAIN
-541.7086,3650.3647,-878.2071,NO_RAIN
-478.4529,3641.7056,-880.4266,NO_RAIN
-478.2845,3654.2595,-875.0002,NO_RAIN
-556.9838,3628.5533,-880.7087,NO_RAIN
-606.4954,3616.614,-883.1545,NO_RAIN
-655.086,3605.4873,-886.0894,NO_RAIN
-669.0475,3602.5825,-887.9368,NO_RAIN
-680.8072,3596.221,-889.423,NO_RAIN
-687.0267,3595.9394,-890.4088,NO_RAIN
-694.0762,3606.1161,-888.7787,NO_RAIN
-701.9399,3615.2058,-888.4319,NO_RAIN
-703.2181,3610.183,-888.6292,NO_RAIN
-713.8368,3606.4758,-889.3951,NO_RAIN
-715.8486,3608.0955,-890.2433,NO_RAIN
-719.9175,3604.0657,-889.8432,NO_RAIN
-711.525,3603.9244,-891.5533,NO_RAIN
-715.8758,3604.6036,-892.0833,NO_RAIN
-654.7819,3596.59,-893.1133,NO_RAIN
-628.0764,3619.4031,-887.2044,NO_RAIN
-575.3758,3642.8375,-886.5244,NO_RAIN
-534.361,3660.1744,-883.977,NO_RAIN
-567.1456,3651.2922,-883.1418,NO_RAIN
-530.8515,3651.798,-882.1298,NO_RAIN
-470.3854,3658.8194,-880.0466,NO_RAIN
-436.7683,3677.7494,-876.8302,NO_RAIN
-449.9447,3670.1622,-874.2234,NO_RAIN
-521.1258,3642.0876,-878.4093,NO_RAIN
-524.0965,3624.273,-882.1549,NO_RAIN
-592.5376,3613.3481,-884.3459,NO_RAIN
-635.4719,3616.707,-886.4131,NO_RAIN
-653.1464,3607.0837,-888.0535,NO_RAIN
-665.9918,3605.9288,-889.4449,NO_RAIN
-671.4791,3605.3139,-889.2181,NO_RAIN
-681.3944,3607.8592,-890.4314,NO_RAIN
-694.6029,3614.8364,-888.5265,NO_RAIN
-702.7346,3615.255,-888.5627,NO_RAIN
-711.9495,3609.732,-890.2612,NO_RAIN
-723.1612,3610.1922,-888.8228,NO_RAIN
-726.949,3606.4866,-889.1593,NO_RAIN
-732.0251,3609.7892,-888.3982,NO_RAIN
-733.6886,3613.863,-889.0738,NO_RAIN
-670.0339,3604.3869,-891.4413,NO_RAIN
-621.7526,3626.2898,-886.4248,NO_RAIN
-568.0583,3648.9673,-883.1995,NO_RAIN
-518.5858,3668.8358,-878.5618,NO_RAIN
-482.5897,3682.9294,-877.7637,NO_RAIN
-506.4671,3664.8084,-876.929,NO_RAIN
-468.5153,3695.4621,-873.2727,NO_RAIN
-441.4,3706.7033,-867.9522,NO_RAIN
-450.4965,3693.9635,-870.0354,NO_RAIN
-476.8082,3660.9715,-874.1796,NO_RAIN
-526.2904,3642.8937,-876.1254,NO_RAIN
-576.1378,3622.7976,-880.0933,NO_RAIN
-630.872,3600.8864,-885.2892,NO_RAIN
-660.8948,3599.9516,-886.5639,NO_RAIN
-666.5649,3596.274,-886.3133,NO_RAIN
-672.3593,3580.6987,-889.6743,NO_RAIN
-672.4466,3578.5031,-889.4461,NO_RAIN
-680.4522,3587.7247,-888.6126,NO_RAIN
-689.8218,3590.1003,-887.7382,NO_RAIN
-695.2619,3591.568,-887.1159,NO_RAIN
-693.4511,3596.2891,-887.1121,NO_RAIN
-703.0042,3598.5885,-887.2545,NO_RAIN
-718.0229,3597.6838,-886.5093,NO_RAIN
-715.2956,3597.1196,-887.7163,NO_RAIN
-682.1958,3616.531,-885.244,NO_RAIN
-610.2447,3627.3868,-881.7438,NO_RAIN
-561.7476,3647.9555,-879.2836,NO_RAIN
-504.8974,3668.3158,-874.9921,NO_RAIN
-533.7924,3655.3061,-875.6551,NO_RAIN
-476.1152,3662.4286,-873.7394,NO_RAIN
-421.468,3680.7139,-867.472,NO_RAIN
-497.1138,3666.3679,-869.0841,NO_RAIN
-497.2802,3663.8471,-869.6755,NO_RAIN
-516.7779,3636.8708,-873.7767,NO_RAIN
-541.306,3623.3221,-872.5765,NO_RAIN
-586.1233,3616.549,-877.0729,NO_RAIN
-638.5937,3608.9166,-878.7606,NO_RAIN
-661.4834,3601.0141,-881.6719,NO_RAIN
-675.1334,3599.5116,-882.0946,NO_RAIN
-675.4632,3593.1505,-884.349,NO_RAIN
-685.2489,3593.4393,-883.6797,NO_RAIN
-691.8178,3589.066,-884.6593,NO_RAIN
-683.06,3583.6488,-885.0065,NO_RAIN
-687.067,3588.8473,-883.9314,NO_RAIN
-702.43,3586.7111,-884.0019,NO_RAIN
-701.1376,3585.9155,-884.4605,NO_RAIN
-720.8339,3590.9282,-885.5256,NO_RAIN
-712.0738,3594.5821,-885.2539,NO_RAIN
-651.3539,3595.0929,-885.8754,NO_RAIN
-609.5719,3620.0353,-879.8039,NO_RAIN
-600.1103,3616.0939,-883.1466,NO_RAIN
-534.1615,3636.1694,-879.0876,NO_RAIN
-477.6702,3645.4456,-874.9805,NO_RAIN
-515.9634,3642.8762,-874.5975,NO_RAIN
-446.7461,3641.0617,-873.279,NO_RAIN
-413.7536,3656.7574,-868.9606,NO_RAIN
-472.4131,3647.0144,-870.9624,NO_RAIN
-472.0447,3628.3771,-874.911,NO_RAIN
-504.1186,3618.6585,-872.2251,NO_RAIN
-579.6939,3599.3006,-881.2353,NO_RAIN
-630.7096,3594.1999,-883.6265,NO_RAIN
-648.9526,3588.215,-885.4595,NO_RAIN
-657.5514,3590.1648,-885.5622,NO_RAIN
-660.2675,3581.846,-887.2775,NO_RAIN
-668.7786,3587.4047,-887.4851,NO_RAIN
-678.1952,3587.4815,-886.9638,NO_RAIN
-685.0556,3585.9623,-887.2512,NO_RAIN
-686.9288,3582.3209,-886.6792,NO_RAIN
-700.5627,3581.9099,-887.8565,NO_RAIN
-707.6199,3583.9506,-887.7579,NO_RAIN
-700.3474,3583.9854,-887.5585,NO_RAIN
-703.9794,3582.7201,-888.9163,NO_RAIN
-649.1617,3582.0105,-888.6579,NO_RAIN
